"Time (UTCG)","ax (km/sec^2)","ay (km/sec^2)","az (km/sec^2)"
1 Jan 2018 09:42:00.000,0.00064145178,0.00006657942,0.00003797050
1 Jan 2018 09:44:00.000,0.00063897588,0.00009621577,0.00005404924
1 Jan 2018 09:46:00.000,0.00063555454,0.00012611000,0.00007026481
1 Jan 2018 09:48:00.000,0.00063113053,0.00015633892,0.00008665878
1 Jan 2018 09:50:00.000,0.00062562981,0.00018697769,0.00010327179
1 Jan 2018 09:52:00.000,0.00061896053,0.00021809904,0.00012014316
1 Jan 2018 09:54:00.000,0.00061101171,0.00024977245,0.00013731038
1 Jan 2018 09:56:00.000,0.00060165171,0.00028206289,0.00015480847
1 Jan 2018 09:58:00.000,0.00059072647,0.00031502944,0.00017266917
1 Jan 2018 10:00:00.000,0.00057805743,0.00034872327,0.00019091987
1 Jan 2018 10:02:00.000,0.00056343929,0.00038318524,0.00020958223
1 Jan 2018 10:04:00.000,0.00054663762,0.00041844268,0.00022867044
1 Jan 2018 10:06:00.000,0.00052738637,0.00045450536,0.00024818902
1 Jan 2018 10:08:00.000,0.00050538555,0.00049136050,0.00026813007
1 Jan 2018 10:10:00.000,0.00048029903,0.00052896645,0.00028846987
1 Jan 2018 10:12:00.000,0.00045175301,0.00056724501,0.00030916465
1 Jan 2018 10:14:00.000,0.00041933554,0.00060607187,0.00033014535
1 Jan 2018 10:16:00.000,0.00038259829,0.00064526549,0.00035131158
1 Jan 2018 10:18:00.000,0.00034106032,0.00068457522,0.00037252518
1 Jan 2018 10:20:00.000,0.00029421356,0.00072366802,0.00039360316
1 Jan 2018 10:22:00.000,0.00024153067,0.00076211202,0.00041430904
1 Jan 2018 10:24:00.000,0.00018247896,0.00079935726,0.00043434285
1 Jan 2018 10:26:00.000,0.00011654147,0.00083471551,0.00045333081
1 Jan 2018 10:28:00.000,0.00004324647,0.00086733966,0.00047081447
1 Jan 2018 10:30:00.000,-0.00003779145,0.00089620495,0.00048623943
1 Jan 2018 10:32:00.000,-0.00012681596,0.00092009525,0.00049894546
1 Jan 2018 10:34:00.000,-0.00022385631,0.00093760205,0.00050816495
1 Jan 2018 10:36:00.000,-0.00032865321,0.00094714334,0.00051303593
1 Jan 2018 10:38:00.000,-0.00044058007,0.00094697159,0.00051260439
1 Jan 2018 10:40:00.000,-0.00055846472,0.00093524725,0.00050587899
1 Jan 2018 10:42:00.000,-0.00068066198,0.00091021657,0.00049196349
1 Jan 2018 10:44:00.000,-0.00080492046,0.00087014291,0.00046984072
1 Jan 2018 10:46:00.000,-0.00092811028,0.00081381366,0.00043877569
1 Jan 2018 10:48:00.000,-0.00104693249,0.00074044752,0.00039852328
1 Jan 2018 10:50:00.000,-0.00115740142,0.00064973509,0.00034895074
